Year,District,Fertilizer CONSUMPTION (tons)
2008,Nasik,159447
2009,Nasik,171415
2010,Nasik,182888
2011,Nasik,163398
2012,Nasik,134975
2013,Nasik,165301
2014,Nasik,163203
2015,Nasik,155556
2016,Nasik,163369
2017,Nasik,198297
1966,Dhule,3319
1967,Dhule,8748
1968,Dhule,6038
1969,Dhule,7265
1970,Dhule,8746
1971,Dhule,10906
1972,Dhule,12689
1973,Dhule,14977
1974,Dhule,10824
1975,Dhule,17439
1976,Dhule,24837
1977,Dhule,26382
1978,Dhule,26292
1979,Dhule,27244
1980,Dhule,27962
1981,Dhule,31426
1982,Dhule,21630
1983,Dhule,35851
1984,Dhule,30114
1985,Dhule,24304
1986,Dhule,28108
1987,Dhule,34708
1988,Dhule,51293
1989,Dhule,51390
1990,Dhule,49482
1991,Dhule,46402
1992,Dhule,48721
1993,Dhule,48691
1994,Dhule,59423
1995,Dhule,48966
1996,Dhule,58135
1997,Dhule,64804
1998,Dhule,68247
1999,Dhule,78746
2000,Dhule,51865
2001,Dhule,58292
2002,Dhule,68892
2003,Dhule,70880
2004,Dhule,73967
2005,Dhule,79631
2006,Dhule,91779
2007,Dhule,105594
2008,Dhule,109816
2009,Dhule,121749
2010,Dhule,134042
2011,Dhule,113748
2012,Dhule,115961
2013,Dhule,125281
2014,Dhule,127747
2015,Dhule,137580
2016,Dhule,124266
2017,Dhule,132891
1966,Jalgaon,4022
1967,Jalgaon,7045
1968,Jalgaon,7275
1969,Jalgaon,7475
1970,Jalgaon,9726
1971,Jalgaon,12928
1972,Jalgaon,13739
1973,Jalgaon,16027
1974,Jalgaon,17626
1975,Jalgaon,23970
1976,Jalgaon,21494
1977,Jalgaon,33737
1978,Jalgaon,41634
1979,Jalgaon,48374
1980,Jalgaon,41461
1981,Jalgaon,53218
1982,Jalgaon,48511
1983,Jalgaon,68628
1984,Jalgaon,59947
1985,Jalgaon,67652
1986,Jalgaon,68035
1987,Jalgaon,69469
1988,Jalgaon,68457
1989,Jalgaon,140624
1990,Jalgaon,130676
1991,Jalgaon,113918
1992,Jalgaon,111627
1993,Jalgaon,108743
1994,Jalgaon,119075
1995,Jalgaon,113766
1996,Jalgaon,112329
1997,Jalgaon,146821
1998,Jalgaon,130975
1999,Jalgaon,151185
2000,Jalgaon,126365
2001,Jalgaon,114889
2002,Jalgaon,120480
2003,Jalgaon,124307
2004,Jalgaon,142715
2005,Jalgaon,142924
2006,Jalgaon,166762
2007,Jalgaon,196633
2008,Jalgaon,223633
2009,Jalgaon,250635
2010,Jalgaon,310073
2011,Jalgaon,197991
2012,Jalgaon,176835
2013,Jalgaon,208789
2014,Jalgaon,226836
2015,Jalgaon,206102
2016,Jalgaon,212451
2017,Jalgaon,218626
1966,Ahmednagar,4023
1967,Ahmednagar,10071
1968,Ahmednagar,7134
1969,Ahmednagar,12687
1970,Ahmednagar,13997
1971,Ahmednagar,15909
1972,Ahmednagar,22978
1973,Ahmednagar,25261
1974,Ahmednagar,28677
1975,Ahmednagar,16794
1976,Ahmednagar,20373
1977,Ahmednagar,31816
1978,Ahmednagar,31420
1979,Ahmednagar,29012
1980,Ahmednagar,28714
1981,Ahmednagar,34619
1982,Ahmednagar,25878
1983,Ahmednagar,64293
1984,Ahmednagar,28401
1985,Ahmednagar,37299
1986,Ahmednagar,50372
1987,Ahmednagar,44712
1988,Ahmednagar,58968
1989,Ahmednagar,80125
1990,Ahmednagar,97596
1991,Ahmednagar,105037
1992,Ahmednagar,65317
1993,Ahmednagar,87255
1994,Ahmednagar,108326
1995,Ahmednagar,80415
1996,Ahmednagar,89029
1997,Ahmednagar,100280
1998,Ahmednagar,121806
1999,Ahmednagar,140195
2000,Ahmednagar,107521
2001,Ahmednagar,123285
2002,Ahmednagar,107324
2003,Ahmednagar,79555
2004,Ahmednagar,125529
2005,Ahmednagar,151050
2006,Ahmednagar,170017
2007,Ahmednagar,160854
2008,Ahmednagar,166971
2009,Ahmednagar,204083
2010,Ahmednagar,224158
2011,Ahmednagar,184468
2012,Ahmednagar,141690
2013,Ahmednagar,183917
2014,Ahmednagar,172938
2015,Ahmednagar,145955
2016,Ahmednagar,184972
2017,Ahmednagar,213320
1966,Pune,7379
1967,Pune,12539
1968,Pune,8054
1969,Pune,8907
1970,Pune,11156
1971,Pune,13956
1972,Pune,15870
1973,Pune,18311
1974,Pune,15493
1975,Pune,10914
1976,Pune,15708
1977,Pune,11532
1978,Pune,12610
1979,Pune,20476
1980,Pune,15893
1981,Pune,39579
1982,Pune,46129
1983,Pune,44813
1984,Pune,42794
1985,Pune,30215
1986,Pune,26748
1987,Pune,45362
1988,Pune,62480
1989,Pune,59735
1990,Pune,73929
1991,Pune,71807
1992,Pune,62557
1993,Pune,78068
1994,Pune,81809
1995,Pune,70991
1996,Pune,72701
1997,Pune,85512
1998,Pune,90553
1999,Pune,104158
2000,Pune,92924
2001,Pune,98595
2002,Pune,100287
2003,Pune,79942
2004,Pune,110567
2005,Pune,123670
2006,Pune,139226
2007,Pune,141151
2008,Pune,160022
2009,Pune,203666
2010,Pune,207469
2011,Pune,194097
2012,Pune,145245
2013,Pune,184259
2014,Pune,166583
2015,Pune,161103
2016,Pune,166881
2017,Pune,179984
1966,Satara,3884
1967,Satara,6316
1968,Satara,5671
1969,Satara,6634
1970,Satara,8905
1971,Satara,10528
1972,Satara,9724
1973,Satara,6964
1974,Satara,9887
1975,Satara,8103
1976,Satara,22082
1977,Satara,20425
1978,Satara,17068
1979,Satara,17724
1980,Satara,18690
1981,Satara,22107
1982,Satara,16149
1983,Satara,20520
1984,Satara,28594
1985,Satara,32725
1986,Satara,34985
1987,Satara,43030
1988,Satara,53040
1989,Satara,59353
1990,Satara,56521
1991,Satara,63098
1992,Satara,45075
1993,Satara,61505
1994,Satara,59112
1995,Satara,50391
1996,Satara,55009
1997,Satara,63953
1998,Satara,61946
1999,Satara,72188
2000,Satara,60205
2001,Satara,67958
2002,Satara,58383
2003,Satara,37046
2004,Satara,62002
2005,Satara,74141
2006,Satara,83969
2007,Satara,81494
2008,Satara,132164
2009,Satara,111020
2010,Satara,108346
2011,Satara,102746
2012,Satara,80028
2013,Satara,88510
2014,Satara,93825
2015,Satara,84135
2016,Satara,93454
2017,Satara,94994
1966,Sangli,4017
1967,Sangli,5110
1968,Sangli,6108
1969,Sangli,6869
1970,Sangli,9139
1971,Sangli,10527
1972,Sangli,4553
1973,Sangli,11009
1974,Sangli,9753
1975,Sangli,7603
1976,Sangli,15764
1977,Sangli,22712
1978,Sangli,19326
1979,Sangli,19107
1980,Sangli,20070
1981,Sangli,39967
1982,Sangli,12935
1983,Sangli,23462
1984,Sangli,28912
1985,Sangli,27825
1986,Sangli,23131
1987,Sangli,23248
1988,Sangli,36925
1989,Sangli,47305
1990,Sangli,74691
1991,Sangli,81472
1992,Sangli,54377
1993,Sangli,75038
1994,Sangli,80134
1995,Sangli,83153
1996,Sangli,64174
1997,Sangli,63747
1998,Sangli,77114
1999,Sangli,90429
2000,Sangli,72309
2001,Sangli,81799
2002,Sangli,63636
2003,Sangli,50070
2004,Sangli,90713
2005,Sangli,103552
2006,Sangli,116139
2007,Sangli,130745
2008,Sangli,138835
2009,Sangli,165228
2010,Sangli,154620
2011,Sangli,131914
2012,Sangli,108479
2013,Sangli,111056
2014,Sangli,106067
2015,Sangli,93861
2016,Sangli,110821
2017,Sangli,107248
1966,Solapur,2088
1967,Solapur,3477
1968,Solapur,4808
1969,Solapur,7278
1970,Solapur,8876
1971,Solapur,10799
1972,Solapur,8518
1973,Solapur,11005
1974,Solapur,12467
1975,Solapur,9763
1976,Solapur,11301
1977,Solapur,12693
1978,Solapur,13471
1979,Solapur,15650
1980,Solapur,17824
1981,Solapur,18878
1982,Solapur,21734
1983,Solapur,23031
1984,Solapur,20308
1985,Solapur,23380
1986,Solapur,23469
1987,Solapur,32448
1988,Solapur,46853
1989,Solapur,56674
1990,Solapur,62945
1991,Solapur,65038
1992,Solapur,46736
1993,Solapur,64598
1994,Solapur,87044
1995,Solapur,71151
1996,Solapur,62259
1997,Solapur,86123
1998,Solapur,89693
1999,Solapur,103667
2000,Solapur,89194
2001,Solapur,93958
2002,Solapur,86449
2003,Solapur,40881
2004,Solapur,97422
2005,Solapur,103872
2006,Solapur,116004
2007,Solapur,120646
2008,Solapur,151730
2009,Solapur,223645
2010,Solapur,225848
2011,Solapur,212590
2012,Solapur,136565
2013,Solapur,189747
2014,Solapur,159290
2015,Solapur,112864
2016,Solapur,150029
2017,Solapur,189366
1966,Kolhapur,5645
1967,Kolhapur,9058
1968,Kolhapur,8316
1969,Kolhapur,10766
1970,Kolhapur,11695
1971,Kolhapur,15884
1972,Kolhapur,16703
1973,Kolhapur,18724
1974,Kolhapur,7954
1975,Kolhapur,21392
1976,Kolhapur,29857
1977,Kolhapur,43591
1978,Kolhapur,43437
1979,Kolhapur,46372
1980,Kolhapur,49759
1981,Kolhapur,61935
1982,Kolhapur,53732
1983,Kolhapur,61501
1984,Kolhapur,52654
1985,Kolhapur,63442
1986,Kolhapur,58535
1987,Kolhapur,57894
1988,Kolhapur,58883
1989,Kolhapur,89693
1990,Kolhapur,103115
1991,Kolhapur,106424
1992,Kolhapur,75804
1993,Kolhapur,90304
1994,Kolhapur,102931
1995,Kolhapur,104837
1996,Kolhapur,90470
1997,Kolhapur,111617
1998,Kolhapur,100134
1999,Kolhapur,117673
2000,Kolhapur,94793
2001,Kolhapur,92134
2002,Kolhapur,82310
2003,Kolhapur,78095
2004,Kolhapur,94667
2005,Kolhapur,103018
2006,Kolhapur,117467
2007,Kolhapur,124718
2008,Kolhapur,82639
2009,Kolhapur,147180
2010,Kolhapur,140577
2011,Kolhapur,130507
2012,Kolhapur,127511
2013,Kolhapur,115448
2014,Kolhapur,144393
2015,Kolhapur,123537
2016,Kolhapur,147475
2017,Kolhapur,132600
1966,Aurangabad,3990
1967,Aurangabad,7765
1968,Aurangabad,5752
1969,Aurangabad,5701
1970,Aurangabad,8598
1971,Aurangabad,9825
1972,Aurangabad,6009
1973,Aurangabad,8800
1974,Aurangabad,21392
1975,Aurangabad,9770
1976,Aurangabad,11727
1977,Aurangabad,15804
1978,Aurangabad,17235
1979,Aurangabad,23698
1980,Aurangabad,22400
1981,Aurangabad,22976
1982,Aurangabad,29139
1983,Aurangabad,33377
1984,Aurangabad,29485
1985,Aurangabad,33680
1986,Aurangabad,30333
1987,Aurangabad,38732
1988,Aurangabad,49075
1989,Aurangabad,59924
1990,Aurangabad,72462
1991,Aurangabad,68537
1992,Aurangabad,63626
1993,Aurangabad,66609
1994,Aurangabad,74054
1995,Aurangabad,70720
1996,Aurangabad,70336
1997,Aurangabad,100586
1998,Aurangabad,112531
1999,Aurangabad,129573
2000,Aurangabad,121670
2001,Aurangabad,121868
2002,Aurangabad,131362
2003,Aurangabad,115029
2004,Aurangabad,145025
2005,Aurangabad,170612
2006,Aurangabad,194525
2007,Aurangabad,188805
2008,Aurangabad,246419
2009,Aurangabad,302344
2010,Aurangabad,357436
2011,Aurangabad,293185
2012,Aurangabad,194333
2013,Aurangabad,260499
2014,Aurangabad,241378
2015,Aurangabad,267040
2016,Aurangabad,277789
2017,Aurangabad,250418
1966,Parbhani,2835
1967,Parbhani,2763
1968,Parbhani,4378
1969,Parbhani,4917
1970,Parbhani,7545
1971,Parbhani,9000
1972,Parbhani,3967
1973,Parbhani,7294
1974,Parbhani,18056
1975,Parbhani,7475
1976,Parbhani,8758
1977,Parbhani,7081
1978,Parbhani,7836
1979,Parbhani,9215
1980,Parbhani,8702
1981,Parbhani,10884
1982,Parbhani,12921
1983,Parbhani,15406
1984,Parbhani,13055
1985,Parbhani,14700
1986,Parbhani,13176
1987,Parbhani,30106
1988,Parbhani,24182
1989,Parbhani,26827
1990,Parbhani,37453
1991,Parbhani,35291
1992,Parbhani,34584
1993,Parbhani,30895
1994,Parbhani,45350
1995,Parbhani,39837
1996,Parbhani,43937
1997,Parbhani,50914
1998,Parbhani,58287
1999,Parbhani,68354
2000,Parbhani,62401
2001,Parbhani,65193
2002,Parbhani,76441
2003,Parbhani,68255
2004,Parbhani,54540
2005,Parbhani,69834
2006,Parbhani,81881
2007,Parbhani,82222
2008,Parbhani,83291
2009,Parbhani,93149
2010,Parbhani,133981
2011,Parbhani,117173
2012,Parbhani,105698
2013,Parbhani,109631
2014,Parbhani,102331
2015,Parbhani,97919
2016,Parbhani,95065
2017,Parbhani,108326
1966,Beed,2823
1967,Beed,890
1968,Beed,3318
1969,Beed,2988
1970,Beed,5385
1971,Beed,7042
1972,Beed,12133
1973,Beed,14420
1974,Beed,16776
1975,Beed,6778
1976,Beed,6421
1977,Beed,6155
1978,Beed,4362
1979,Beed,4731
1980,Beed,4858
1981,Beed,6370
1982,Beed,7116
1983,Beed,5307
1984,Beed,3553
1985,Beed,5736
1986,Beed,13689
1987,Beed,19418
1988,Beed,17152
1989,Beed,21728
1990,Beed,29493
1991,Beed,22637
1992,Beed,27200
1993,Beed,30087
1994,Beed,31683
1995,Beed,37577
1996,Beed,29444
1997,Beed,37088
1998,Beed,47577
1999,Beed,55808
2000,Beed,56689
2001,Beed,53715
2002,Beed,55710
2003,Beed,45907
2004,Beed,52201
2005,Beed,66894
2006,Beed,78684
2007,Beed,81160
2008,Beed,75414
2009,Beed,88788
2010,Beed,127636
2011,Beed,114965
2012,Beed,84356
2013,Beed,105007
2014,Beed,93847
2015,Beed,82435
2016,Beed,98472
2017,Beed,122834
1966,Nanded,2394
1967,Nanded,1851
1968,Nanded,5192
1969,Nanded,3793
1970,Nanded,6245
1971,Nanded,7718
1972,Nanded,6173
1973,Nanded,8458
1974,Nanded,11286
1975,Nanded,6290
1976,Nanded,6780
1977,Nanded,5809
1978,Nanded,8700
1979,Nanded,10066
1980,Nanded,10047
1981,Nanded,14791
1982,Nanded,11883
1983,Nanded,22645
1984,Nanded,24074
1985,Nanded,34093
1986,Nanded,32636
1987,Nanded,49979
1988,Nanded,59180
1989,Nanded,71721
1990,Nanded,82504
1991,Nanded,66775
1992,Nanded,66162
1993,Nanded,51622
1994,Nanded,59848
1995,Nanded,78267
1996,Nanded,64596
1997,Nanded,102878
1998,Nanded,106305
1999,Nanded,123745
2000,Nanded,94487
2001,Nanded,99665
2002,Nanded,83193
2003,Nanded,83433
2004,Nanded,95042
2005,Nanded,121162
2006,Nanded,136730
2007,Nanded,121291
2008,Nanded,159561
2009,Nanded,170872
2010,Nanded,177152
2011,Nanded,172654
2012,Nanded,130045
2013,Nanded,129893
2014,Nanded,157527
2015,Nanded,169163
2016,Nanded,162510
2017,Nanded,162097
1966,Osmanabad,2588
1967,Osmanabad,3865
1968,Osmanabad,4495
1969,Osmanabad,5020
1970,Osmanabad,6729
1971,Osmanabad,7980
1972,Osmanabad,4267
1973,Osmanabad,6554
1974,Osmanabad,17491
1975,Osmanabad,6443
1976,Osmanabad,8619
1977,Osmanabad,6137
1978,Osmanabad,8319
1979,Osmanabad,9166
1980,Osmanabad,9116
1981,Osmanabad,12827
1982,Osmanabad,9246
1983,Osmanabad,25415
1984,Osmanabad,25260
1985,Osmanabad,18679
1986,Osmanabad,7057
1987,Osmanabad,14653
1988,Osmanabad,27613
1989,Osmanabad,39787
1990,Osmanabad,50212
1991,Osmanabad,46498
1992,Osmanabad,43673
1993,Osmanabad,42294
1994,Osmanabad,42033
1995,Osmanabad,64290
1996,Osmanabad,48835
1997,Osmanabad,60247
1998,Osmanabad,75982
1999,Osmanabad,89364
2000,Osmanabad,81455
2001,Osmanabad,71871
2002,Osmanabad,61348
2003,Osmanabad,50275
2004,Osmanabad,51691
2005,Osmanabad,82519
2006,Osmanabad,94628
2007,Osmanabad,79438
2008,Osmanabad,86974
2009,Osmanabad,116368
2010,Osmanabad,147520
2011,Osmanabad,148117
2012,Osmanabad,103803
2013,Osmanabad,115391
2014,Osmanabad,110179
2015,Osmanabad,83960
2016,Osmanabad,97989
2017,Osmanabad,126581
1966,Buldhana,3776
1967,Buldhana,9205
1968,Buldhana,4556
1969,Buldhana,5601
1970,Buldhana,7413
1971,Buldhana,8760
1972,Buldhana,6586
1973,Buldhana,8362
1974,Buldhana,11716
1975,Buldhana,9643
1976,Buldhana,8799
1977,Buldhana,9989
1978,Buldhana,16045
1979,Buldhana,17503
1980,Buldhana,16284
1981,Buldhana,28536
1982,Buldhana,26264
1983,Buldhana,26979
1984,Buldhana,23148
1985,Buldhana,29520
1986,Buldhana,29638
1987,Buldhana,30186
1988,Buldhana,32235
1989,Buldhana,40653
1990,Buldhana,44854
1991,Buldhana,35819
1992,Buldhana,39979
1993,Buldhana,39836
1994,Buldhana,46071
1995,Buldhana,56570
1996,Buldhana,43834
1997,Buldhana,57535
1998,Buldhana,57788
1999,Buldhana,67649
2000,Buldhana,57556
2001,Buldhana,63192
2002,Buldhana,73400
2003,Buldhana,55902
2004,Buldhana,63467
2005,Buldhana,66735
2006,Buldhana,78209
2007,Buldhana,81660
2008,Buldhana,105404
2009,Buldhana,118936
2010,Buldhana,150586
2011,Buldhana,117325
2012,Buldhana,106466
2013,Buldhana,117121
2014,Buldhana,123999
2015,Buldhana,101260
2016,Buldhana,104040
2017,Buldhana,98433
1966,Akola,3987
1967,Akola,6695
1968,Akola,4542
1969,Akola,5272
1970,Akola,6786
1971,Akola,8210
1972,Akola,3933
1973,Akola,6217
1974,Akola,12954
1975,Akola,9485
1976,Akola,10192
1977,Akola,10868
1978,Akola,10886
1979,Akola,11930
1980,Akola,11714
1981,Akola,15824
1982,Akola,19164
1983,Akola,18758
1984,Akola,16557
1985,Akola,22325
1986,Akola,23393
1987,Akola,26822
1988,Akola,29561
1989,Akola,38087
1990,Akola,42400
1991,Akola,39526
1992,Akola,46494
1993,Akola,37499
1994,Akola,50487
1995,Akola,70042
1996,Akola,64550
1997,Akola,78633
1998,Akola,68280
1999,Akola,78861
2000,Akola,61076
2001,Akola,68198
2002,Akola,58885
2003,Akola,51436
2004,Akola,57475
2005,Akola,56403
2006,Akola,64632
2007,Akola,76001
2008,Akola,74043
2009,Akola,92068
2010,Akola,107417
2011,Akola,98246
2012,Akola,86534
2013,Akola,90582
2014,Akola,79577
2015,Akola,99006
2016,Akola,76695
2017,Akola,75847
1966,Amarawati,3331
1967,Amarawati,2889
1968,Amarawati,4097
1969,Amarawati,5097
1970,Amarawati,6950
1971,Amarawati,8411
1972,Amarawati,6524
1973,Amarawati,8805
1974,Amarawati,10570
1975,Amarawati,10231
1976,Amarawati,11380
1977,Amarawati,10992
1978,Amarawati,13771
1979,Amarawati,17743
1980,Amarawati,16744
1981,Amarawati,18632
1982,Amarawati,18429
1983,Amarawati,17350
1984,Amarawati,19677
1985,Amarawati,22768
1986,Amarawati,24014
1987,Amarawati,27065
1988,Amarawati,23796
1989,Amarawati,38744
1990,Amarawati,48148
1991,Amarawati,38786
1992,Amarawati,38844
1993,Amarawati,35499
1994,Amarawati,49730
1995,Amarawati,54712
1996,Amarawati,58475
1997,Amarawati,48946
1998,Amarawati,44494
1999,Amarawati,52485
2000,Amarawati,44045
2001,Amarawati,39068
2002,Amarawati,40084
2003,Amarawati,42369
2004,Amarawati,36221
2005,Amarawati,38572
2006,Amarawati,44222
2007,Amarawati,53979
2008,Amarawati,73603
2009,Amarawati,80287
2010,Amarawati,79956
2011,Amarawati,84189
2012,Amarawati,72080
2013,Amarawati,72681
2014,Amarawati,75368
2015,Amarawati,87571
2016,Amarawati,66951
2017,Amarawati,74124
1966,Yeotmal,3518
1967,Yeotmal,1779
1968,Yeotmal,5619
1969,Yeotmal,5708
1970,Yeotmal,7510
1971,Yeotmal,8842
1972,Yeotmal,4175
1973,Yeotmal,6462
1974,Yeotmal,12699
1975,Yeotmal,6384
1976,Yeotmal,10114
1977,Yeotmal,10598
1978,Yeotmal,12073
1979,Yeotmal,11251
1980,Yeotmal,10704
1981,Yeotmal,13229
1982,Yeotmal,15338
1983,Yeotmal,16263
1984,Yeotmal,19621
1985,Yeotmal,23961
1986,Yeotmal,29164
1987,Yeotmal,27318
1988,Yeotmal,22566
1989,Yeotmal,44157
1990,Yeotmal,35713
1991,Yeotmal,40780
1992,Yeotmal,41418
1993,Yeotmal,33530
1994,Yeotmal,45639
1995,Yeotmal,47663
1996,Yeotmal,45312
1997,Yeotmal,55703
1998,Yeotmal,54733
1999,Yeotmal,64625
2000,Yeotmal,62173
2001,Yeotmal,61266
2002,Yeotmal,60681
2003,Yeotmal,55215
2004,Yeotmal,55742
2005,Yeotmal,65760
2006,Yeotmal,79028
2007,Yeotmal,83115
2008,Yeotmal,79008
2009,Yeotmal,93172
2010,Yeotmal,121989
2011,Yeotmal,118828
2012,Yeotmal,112272
2013,Yeotmal,97591
2014,Yeotmal,119689
2015,Yeotmal,122084
2016,Yeotmal,103045
2017,Yeotmal,99593
1966,Wardha,2138
1967,Wardha,1546
1968,Wardha,4900
1969,Wardha,4400
1970,Wardha,5981
1971,Wardha,7342
1972,Wardha,4667
1973,Wardha,7033
1974,Wardha,6762
1975,Wardha,6659
1976,Wardha,11290
1977,Wardha,9090
1978,Wardha,8871
1979,Wardha,8773
1980,Wardha,9000
1981,Wardha,14779
1982,Wardha,17977
1983,Wardha,18159
1984,Wardha,15956
1985,Wardha,20050
1986,Wardha,20266
1987,Wardha,18186
1988,Wardha,17512
1989,Wardha,34088
1990,Wardha,32057
1991,Wardha,26051
1992,Wardha,32772
1993,Wardha,23524
1994,Wardha,25390
1995,Wardha,25127
1996,Wardha,27424
1997,Wardha,27860
1998,Wardha,30405
1999,Wardha,34096
2000,Wardha,33283
2001,Wardha,32861
2002,Wardha,25767
2003,Wardha,20982
2004,Wardha,23902
2005,Wardha,29475
2006,Wardha,34247
2007,Wardha,34836
2008,Wardha,52255
2009,Wardha,64397
2010,Wardha,73803
2011,Wardha,62927
2012,Wardha,57796
2013,Wardha,63922
2014,Wardha,73946
2015,Wardha,76056
2016,Wardha,78289
2017,Wardha,67903
1966,Nagpur,3046
1967,Nagpur,4416
1968,Nagpur,5071
1969,Nagpur,5166
1970,Nagpur,7090
1971,Nagpur,8454
1972,Nagpur,7419
1973,Nagpur,9706
1974,Nagpur,9312
1975,Nagpur,9821
1976,Nagpur,13022
1977,Nagpur,13986
1978,Nagpur,14588
1979,Nagpur,16902
1980,Nagpur,47319
1981,Nagpur,19469
1982,Nagpur,27217
1983,Nagpur,21087
1984,Nagpur,15537
1985,Nagpur,23484
1986,Nagpur,22607
1987,Nagpur,12003
1988,Nagpur,18390
1989,Nagpur,26057
1990,Nagpur,35494
1991,Nagpur,35113
1992,Nagpur,32722
1993,Nagpur,30820
1994,Nagpur,33664
1995,Nagpur,36567
1996,Nagpur,36997
1997,Nagpur,53633
1998,Nagpur,37772
1999,Nagpur,44127
2000,Nagpur,41131
2001,Nagpur,40264
2002,Nagpur,57899
2003,Nagpur,46965
2004,Nagpur,46830
2005,Nagpur,47897
2006,Nagpur,56800
2007,Nagpur,55826
2008,Nagpur,61943
2009,Nagpur,73154
2010,Nagpur,84591
2011,Nagpur,82757
2012,Nagpur,71799
2013,Nagpur,69015
2014,Nagpur,76916
2015,Nagpur,94089
2016,Nagpur,72050
2017,Nagpur,91862
1966,Bhandara,1086
1967,Bhandara,3277
1968,Bhandara,3556
1969,Bhandara,4598
1970,Bhandara,6182
1971,Bhandara,7601
1972,Bhandara,5158
1973,Bhandara,7518
1974,Bhandara,8400
1975,Bhandara,8695
1976,Bhandara,7705
1977,Bhandara,7480
1978,Bhandara,6303
1979,Bhandara,7418
1980,Bhandara,7086
1981,Bhandara,9115
1982,Bhandara,19626
1983,Bhandara,14219
1984,Bhandara,10536
1985,Bhandara,14305
1986,Bhandara,20095
1987,Bhandara,11125
1988,Bhandara,19731
1989,Bhandara,18469
1990,Bhandara,27181
1991,Bhandara,21858
1992,Bhandara,22595
1993,Bhandara,24912
1994,Bhandara,36584
1995,Bhandara,32723
1996,Bhandara,37768
1997,Bhandara,33898
1998,Bhandara,33199
1999,Bhandara,38268
