Year,State,District,RICE YIELD (Kg per ha),RICE IRRIGATED AREA (1000 ha),RABI SORGHUM YIELD (Kg per ha),RABI SORGHUM IRRIGATED AREA (1000 ha),SORGHUM YIELD (Kg per ha),SORGHUM IRRIGATED AREA (1000 ha),SUGARCANE YIELD (Kg per ha),SUGARCANE IRRIGATED AREA (1000 ha),COTTON YIELD (Kg per ha),COTTON IRRIGATED AREA (1000 ha),Zn %,Fe%,Cu %,Mn %,B %,S %
1987,Maharashtra,Beed,428.57,0.3,667.46,42.5,814.66,42.5,9500,6.8,137.93,1.1,55.96,22.15,98.55,96.51,73.17,57.28
1988,Maharashtra,Beed,591.55,0.2,553.61,55.3,518.1,56,9652.17,10.4,106.06,5.8,55.96,22.15,98.55,96.51,73.17,57.28
1989,Maharashtra,Beed,845.07,0.2,675.87,69.6,750.39,70.4,7316.9,17.5,159.17,5.1,55.96,22.15,98.55,96.51,73.17,57.28
1990,Maharashtra,Beed,800,6.5,668.85,51.6,767.56,53.4,7130.95,22,124.58,10.3,55.96,22.15,98.55,96.51,73.17,57.28
1991,Maharashtra,Beed,253.01,0.7,305.11,63.1,331.48,65.6,8801.26,22.4,78.57,8,55.96,22.15,98.55,96.51,73.17,57.28
1992,Maharashtra,Beed,704.92,0.6,733.7,51,991.15,53.9,7151.16,22.3,141.71,5.6,55.96,22.15,98.55,96.51,73.17,57.28
1993,Maharashtra,Beed,750,0,757.04,73.3,839.9,73.3,7276.84,11.6,162.5,8.5,55.96,22.15,98.55,96.51,73.17,57.28
1994,Maharashtra,Beed,777.78,1.5,580.58,42.7,645.83,44.5,7647.18,28,106.16,6.4,55.96,22.15,98.55,96.51,73.17,57.28
1995,Maharashtra,Beed,425.53,0.1,769.03,47.8,979.15,48.2,6878.57,23.7,159.25,10.5,55.96,22.15,98.55,96.51,73.17,57.28
1996,Maharashtra,Beed,760.87,0.2,716.08,56.4,874.53,56.5,5903.97,18.2,155.45,7.2,55.96,22.15,98.55,96.51,73.17,57.28
1997,Maharashtra,Beed,1538.46,3.2,686.61,55.3,705.86,69.5,12359.58,20,97.94,7.7,55.96,22.15,98.55,96.51,73.17,57.28
1998,Maharashtra,Beed,400,1.3,562.97,56,615.83,73.1,8096.04,20.4,140.89,8.9,55.96,22.15,98.55,96.51,73.17,57.28
1999,Maharashtra,Beed,455.26,1.5,626.8,52.5,755.23,67.5,6968.92,35.5,133,9.2,55.96,22.15,98.55,96.51,73.17,57.28
2000,Maharashtra,Beed,588.24,0,491.35,48.7,680.06,48.7,7505.59,36.5,141.25,19,55.96,22.15,98.55,96.51,73.17,57.28
2001,Maharashtra,Beed,625,0,508.15,45.8,535.47,45.8,6645.53,36.4,125.65,0,55.96,22.15,98.55,96.51,73.17,57.28
2002,Maharashtra,Beed,250,1.4,588.14,44.2,723.17,57.7,6514.71,37,120.18,14.2,55.96,22.15,98.55,96.51,73.17,57.28
2003,Maharashtra,Beed,400,0,269.85,35.8,378.73,35.8,3930.56,0,106.95,17.4,55.96,22.15,98.55,96.51,73.17,57.28
2004,Maharashtra,Beed,260.87,0,717.96,37.8,697.38,37.8,6683.21,13.9,195.27,14.4,55.96,22.15,98.55,96.51,73.17,57.28
2005,Maharashtra,Beed,409.09,0,592.55,39.8,629.55,39.8,6893.16,0,197.98,19.5,55.96,22.15,98.55,96.51,73.17,57.28
2006,Maharashtra,Beed,750,0,711.67,43.4,774.76,43.4,6683.94,0,231.27,19.1,55.96,22.15,98.55,96.51,73.17,57.28
2007,Maharashtra,Beed,466.67,0,809.15,41.6,819.15,41.6,8780.95,0,260.89,21.7,55.96,22.15,98.55,96.51,73.17,57.28
2008,Maharashtra,Beed,400,0,823.74,43.4,807.14,43.4,9156.31,0,172.66,23.3,55.96,22.15,98.55,96.51,73.17,57.28
2009,Maharashtra,Beed,283.33,0,832.9,0,817.92,0,7396.53,0,228.59,0,55.96,22.15,98.55,96.51,73.17,57.28
2010,Maharashtra,Beed,425,0,722.43,0,806.97,0,6589.97,0,259.28,0,55.96,22.15,98.55,96.51,73.17,57.28
2011,Maharashtra,Beed,466.67,0,690.67,0,755.32,0,6506.53,0,216.47,0,55.96,22.15,98.55,96.51,73.17,57.28
2012,Maharashtra,Beed,450,0,258.28,0,364.56,0,5480.54,0,176.2,0,55.96,22.15,98.55,96.51,73.17,57.28
2013,Maharashtra,Beed,600,0,648.88,0,689.37,0,5581.09,0,290.46,0,55.96,22.15,98.55,96.51,73.17,57.28
2014,Maharashtra,Beed,250,0,538.34,0,537.81,0,4583.78,0,80.82,0,55.96,22.15,98.55,96.51,73.17,57.28
2015,Maharashtra,Beed,0,0,285.82,0,286.19,0,2209.42,0,54.41,0,55.96,22.15,98.55,96.51,73.17,57.28
2016,Maharashtra,Beed,700,0,527.95,0,518.58,0,4034.33,0,251.46,0,55.96,22.15,98.55,96.51,73.17,57.28
2017,Maharashtra,Beed,461.54,0,465,0,474.3,0,5749.93,0,143.48,0,55.96,22.15,98.55,96.51,73.17,57.28
1966,Maharashtra,Nanded,312.5,1.7,465.83,0,531.52,0,5325,4,76.92,0.3,63.63,43.8,96.26,87.38,35.31,72.09
1967,Maharashtra,Nanded,461.54,1.7,616.5,0,816.7,0,7071.43,4,93.41,0.3,63.63,43.8,96.26,87.38,35.31,72.09
1968,Maharashtra,Nanded,540.54,3.1,615.75,0.6,746.1,2.1,8800,4.5,108.59,1.3,63.63,43.8,96.26,87.38,35.31,72.09
1969,Maharashtra,Nanded,576.34,3.8,278.73,2.2,628.98,3.7,6730.77,5.2,59.94,0.9,63.63,43.8,96.26,87.38,35.31,72.09
1970,Maharashtra,Nanded,545.1,2.1,279.21,1,252.06,1.3,7031.25,3.2,23.16,0.4,63.63,43.8,96.26,87.38,35.31,72.09
1971,Maharashtra,Nanded,309.52,2.1,201.67,0,350.1,0.2,5411.76,3.4,59.44,1.1,63.63,43.8,96.26,87.38,35.31,72.09
1972,Maharashtra,Nanded,23.97,2.3,239.4,0.6,245.83,0.7,4500,2.6,42.42,0.3,63.63,43.8,96.26,87.38,35.31,72.09
1973,Maharashtra,Nanded,475.56,3.2,456.41,0,362.05,0.1,5230.77,2.6,76.64,0.7,63.63,43.8,96.26,87.38,35.31,72.09
1974,Maharashtra,Nanded,508,3.6,787.23,0,665.13,0.2,7558.82,3.4,122.2,1.2,63.63,43.8,96.26,87.38,35.31,72.09
1975,Maharashtra,Nanded,1186.23,3.5,456.03,0,407.81,0.1,6265.31,4.9,30.01,1.2,63.63,43.8,96.26,87.38,35.31,72.09
1976,Maharashtra,Nanded,1018.57,8.6,715.81,0,846.44,0.1,6135.59,5.9,65.67,1.4,63.63,43.8,96.26,87.38,35.31,72.09
1977,Maharashtra,Nanded,1521.39,9.2,642.86,0,1136.94,0.1,7217.39,6.9,108.85,1.4,63.63,43.8,96.26,87.38,35.31,72.09
1978,Maharashtra,Nanded,1036.84,10.4,772.84,0,883.73,0,6847.46,5.9,81.35,1.5,63.63,43.8,96.26,87.38,35.31,72.09
1979,Maharashtra,Nanded,1127.17,8.5,700.81,0,1178.6,0,7380.95,5.2,92.08,1.6,63.63,43.8,96.26,87.38,35.31,72.09
1980,Maharashtra,Nanded,1313.43,9.9,471.05,0,714.54,0,7687.5,5,67.02,1.8,63.63,43.8,96.26,87.38,35.31,72.09
1981,Maharashtra,Nanded,1595.31,9.3,553.48,0,711.41,0,7363.64,7.1,76.08,1.8,63.63,43.8,96.26,87.38,35.31,72.09
1982,Maharashtra,Nanded,734.1,7.7,610.53,0,1363.79,0,8943.82,7.8,85.06,2,63.63,43.8,96.26,87.38,35.31,72.09
1983,Maharashtra,Nanded,1096.42,8.7,477.61,0,361.23,0,5928.57,7.7,42.61,2.1,63.63,43.8,96.26,87.38,35.31,72.09
1984,Maharashtra,Nanded,606.56,7.6,671.33,0,1098.77,0,5845.07,6.1,123.14,2.9,63.63,43.8,96.26,87.38,35.31,72.09
1985,Maharashtra,Nanded,695.54,7.7,529.14,0,767.56,0,6037.74,9.2,122.26,2.9,63.63,43.8,96.26,87.38,35.31,72.09
1986,Maharashtra,Nanded,419.35,7.4,424.58,0,495.82,0,4463.41,6.5,37.21,2.5,63.63,43.8,96.26,87.38,35.31,72.09
1987,Maharashtra,Nanded,384.62,4,509.97,0,1156.99,0,4725.49,7,119.62,0.5,63.63,43.8,96.26,87.38,35.31,72.09
1988,Maharashtra,Nanded,611.76,3.5,407.3,0.2,306.7,0.2,4506.85,9.3,62.76,2.2,63.63,43.8,96.26,87.38,35.31,72.09
1989,Maharashtra,Nanded,1064.94,3.8,695.42,0.1,1449.09,0.1,7588.79,14.3,171.71,0.1,63.63,43.8,96.26,87.38,35.31,72.09
1990,Maharashtra,Nanded,979.93,5.4,664.02,0,1146.3,0,7402.31,15.9,89.66,1,63.63,43.8,96.26,87.38,35.31,72.09
1991,Maharashtra,Nanded,292.4,5,618.87,1.4,674.62,1.4,4659.85,17.3,47.92,0,63.63,43.8,96.26,87.38,35.31,72.09
1992,Maharashtra,Nanded,734.18,4,746.48,1.5,1784.76,1.5,6467.71,12.6,95.95,0,63.63,43.8,96.26,87.38,35.31,72.09
1993,Maharashtra,Nanded,1000,6.5,956.52,0.1,1488.96,0.1,7204.3,11.3,122.64,0,63.63,43.8,96.26,87.38,35.31,72.09
1994,Maharashtra,Nanded,860.32,4.1,974.52,3.6,1488.84,3.6,7714.39,17.7,110.07,0,63.63,43.8,96.26,87.38,35.31,72.09
1995,Maharashtra,Nanded,576.43,1.5,879.15,1.2,2151.29,1.2,6006.45,18.1,113.79,0,63.63,43.8,96.26,87.38,35.31,72.09
1996,Maharashtra,Nanded,758.87,0,975.31,1.2,1639.62,1.2,7072.73,14.3,104.66,0,63.63,43.8,96.26,87.38,35.31,72.09
1997,Maharashtra,Nanded,588.41,4.3,569.36,3.7,1024.71,3.7,17873.74,22.1,53.03,0,63.63,43.8,96.26,87.38,35.31,72.09
1998,Maharashtra,Nanded,624.51,6,774.44,3.7,1116.95,3.7,7718.18,13.5,127.51,0,63.63,43.8,96.26,87.38,35.31,72.09
1999,Maharashtra,Nanded,597.7,5.1,1018.87,4,1278.97,4,7616.22,15.5,110.03,0,63.63,43.8,96.26,87.38,35.31,72.09
2000,Maharashtra,Nanded,752.81,0,714.29,0.3,1163.11,0.3,6487.07,17.1,52.52,0,63.63,43.8,96.26,87.38,35.31,72.09
2001,Maharashtra,Nanded,1020.92,0,1029.8,1.3,1143.8,1.3,6258.5,17.1,114.25,0,63.63,43.8,96.26,87.38,35.31,72.09
2002,Maharashtra,Nanded,634.85,5.4,1006.27,2.8,1528.95,2.8,7310.34,17.5,99.91,0,63.63,43.8,96.26,87.38,35.31,72.09
2003,Maharashtra,Nanded,575.11,0,1003.24,0.4,1257.82,0.4,7093.66,0,160.05,0,63.63,43.8,96.26,87.38,35.31,72.09
2004,Maharashtra,Nanded,500,0,852.76,0.6,1215.26,0.6,4913.54,9.6,142.07,0,63.63,43.8,96.26,87.38,35.31,72.09
2005,Maharashtra,Nanded,429.49,0,748.47,0.6,776.19,0.6,6678.79,0,96.4,0,63.63,43.8,96.26,87.38,35.31,72.09
2006,Maharashtra,Nanded,602.56,0,861.2,0.6,938.55,0.6,6254.41,0,101.99,0,63.63,43.8,96.26,87.38,35.31,72.09
2007,Maharashtra,Nanded,720.69,0,870.85,0.7,1122.47,0.7,6800.3,0,223.34,0,63.63,43.8,96.26,87.38,35.31,72.09
2008,Maharashtra,Nanded,525,0,806.57,0.8,919.25,0.8,5801.56,0,120.76,0,63.63,43.8,96.26,87.38,35.31,72.09
2009,Maharashtra,Nanded,266.07,0,740.54,0,734.07,0,4816.28,0,130.26,0,63.63,43.8,96.26,87.38,35.31,72.09
2010,Maharashtra,Nanded,521.15,0,954.11,0,1036.16,0,6040.15,0,260.11,0,63.63,43.8,96.26,87.38,35.31,72.09
2011,Maharashtra,Nanded,375,0,940.07,0,1231.05,0,7330.54,0,271.16,0,63.63,43.8,96.26,87.38,35.31,72.09
2012,Maharashtra,Nanded,522.5,0,852.21,0,1163.62,0,8186.72,0,274.4,0,63.63,43.8,96.26,87.38,35.31,72.09
2013,Maharashtra,Nanded,500,0,732.64,0,789.07,0,8366.39,0,202.3,0,63.63,43.8,96.26,87.38,35.31,72.09
2014,Maharashtra,Nanded,125,0,507.81,0,365.23,0,5921.28,0,92.96,0,63.63,43.8,96.26,87.38,35.31,72.09
2015,Maharashtra,Nanded,250,0,377.05,0,372.2,0,2816.49,0,122.8,0,63.63,43.8,96.26,87.38,35.31,72.09
2016,Maharashtra,Nanded,1857.14,0,964.29,0,526.44,0,5933.38,0,313.95,0,63.63,43.8,96.26,87.38,35.31,72.09
2017,Maharashtra,Nanded,1485.15,0,1053.01,0,768.71,0,6500,0,187.31,0,63.63,43.8,96.26,87.38,35.31,72.09
1966,Maharashtra,Osmanabad,322.58,2.7,615.23,26.2,583.29,26.2,7951.61,5.7,48.39,0,26.05,28.75,98.43,95.89,49.82,12.17
1967,Maharashtra,Osmanabad,333.33,2.7,576.32,26.3,528.2,30.8,7030.3,5.7,66.67,0,26.05,28.75,98.43,95.89,49.82,12.17
1968,Maharashtra,Osmanabad,382.35,1.7,868.29,30.1,665.03,34.3,8214.29,8.4,104.6,0,26.05,28.75,98.43,95.89,49.82,12.17
1969,Maharashtra,Osmanabad,405.57,1.7,1130.56,31.3,605.04,34.9,6611.65,10.3,85.47,0,26.05,28.75,98.43,95.89,49.82,12.17
1970,Maharashtra,Osmanabad,462.69,7.1,309.75,18.6,230.69,21.3,7466.67,7.5,6.47,0.1,26.05,28.75,98.43,95.89,49.82,12.17
1971,Maharashtra,Osmanabad,285.71,1.1,257.98,30.8,298.31,34.8,3928.57,5.6,20.62,0,26.05,28.75,98.43,95.89,49.82,12.17
1972,Maharashtra,Osmanabad,9.12,16.6,191.8,18.3,266.91,23.8,5109.09,5.5,33.96,0.5,26.05,28.75,98.43,95.89,49.82,12.17
1973,Maharashtra,Osmanabad,676.65,10,551.12,30.2,401.55,40.5,5831.17,7.7,120.48,0,26.05,28.75,98.43,95.89,49.82,12.17
1974,Maharashtra,Osmanabad,407.61,7.4,678.5,33.5,743.64,38.2,7535.71,8.4,127.52,0.3,26.05,28.75,98.43,95.89,49.82,12.17
1975,Maharashtra,Osmanabad,1221.21,9.5,458.31,74.4,639.04,80.4,7481.13,10.6,33.95,0.3,26.05,28.75,98.43,95.89,49.82,12.17
1976,Maharashtra,Osmanabad,689.47,9.5,728.09,66.4,720.77,75,6392.69,21.9,49.26,0.3,26.05,28.75,98.43,95.89,49.82,12.17
1977,Maharashtra,Osmanabad,926.43,9.4,652.07,66,769.73,74.3,5885.35,15.7,84,0.3,26.05,28.75,98.43,95.89,49.82,12.17
1978,Maharashtra,Osmanabad,1161.85,9.3,719.81,56.6,1037.41,63.8,6819.1,19.9,143.73,0.3,26.05,28.75,98.43,95.89,49.82,12.17
1979,Maharashtra,Osmanabad,925.93,9.7,817.74,61.9,1111.92,69.7,7345.07,19.3,161.93,0.3,26.05,28.75,98.43,95.89,49.82,12.17
1980,Maharashtra,Osmanabad,910.05,6.1,585.55,30.3,682.69,37.9,7613.5,17.1,118.46,0.1,26.05,28.75,98.43,95.89,49.82,12.17
1981,Maharashtra,Osmanabad,1312.18,4.5,625.11,30.1,880.55,38.1,7563.29,12.6,135.5,0,26.05,28.75,98.43,95.89,49.82,12.17
1982,Maharashtra,Osmanabad,626.9,2.1,483.38,27.2,832.01,36.3,8944.72,23.4,150,0,26.05,28.75,98.43,95.89,49.82,12.17
1983,Maharashtra,Osmanabad,849.01,1.7,601.44,29.4,652.31,36.2,7134.33,19.9,73.97,0,26.05,28.75,98.43,95.89,49.82,12.17
1984,Maharashtra,Osmanabad,550.48,3.3,619.38,29,873.83,38.9,5579.88,21.5,120.33,0,26.05,28.75,98.43,95.89,49.82,12.17
1985,Maharashtra,Osmanabad,382.93,3.2,401.99,29.2,551.58,39.3,5116.44,22.8,107.69,0,26.05,28.75,98.43,95.89,49.82,12.17
1986,Maharashtra,Osmanabad,70.38,3.1,239.24,28.6,222.48,39.3,5128.71,21.6,20,0,26.05,28.75,98.43,95.89,49.82,12.17
1987,Maharashtra,Osmanabad,406.25,1.9,592.92,49.1,936.64,49.1,7306.31,13.1,130.43,0,26.05,28.75,98.43,95.89,49.82,12.17
1988,Maharashtra,Osmanabad,558.82,0.5,574.81,50,508.02,50.1,5948.28,22.5,64.86,0,26.05,28.75,98.43,95.89,49.82,12.17
1989,Maharashtra,Osmanabad,897.02,0.4,715.3,60.4,1026.52,60.7,6586.96,33.8,144.93,0,26.05,28.75,98.43,95.89,49.82,12.17
1990,Maharashtra,Osmanabad,1070.18,16,769.41,47.7,976.95,47.7,7401.85,39.3,74.47,0,26.05,28.75,98.43,95.89,49.82,12.17
1991,Maharashtra,Osmanabad,252.72,5.4,386.41,39.6,436.78,40.6,5635.44,39.7,52.03,0,26.05,28.75,98.43,95.89,49.82,12.17
1992,Maharashtra,Osmanabad,732.04,1.8,598.02,40.4,1268.7,40.4,5896.41,24.6,95.55,0.1,26.05,28.75,98.43,95.89,49.82,12.17
1993,Maharashtra,Osmanabad,807.58,0,817.23,58.1,1099.77,58.1,6982.47,21.2,159.76,0,26.05,28.75,98.43,95.89,49.82,12.17
1994,Maharashtra,Osmanabad,632.95,5.9,609.33,43.5,853.75,43.5,6676.86,41,142.62,0.1,26.05,28.75,98.43,95.89,49.82,12.17
1995,Maharashtra,Osmanabad,531.72,0,663.7,40,1144,40,6059,36.8,121.04,0,26.05,28.75,98.43,95.89,49.82,12.17
1996,Maharashtra,Osmanabad,764.86,0,875.67,61.1,1300.45,61.1,6471.86,36.6,138.02,0,26.05,28.75,98.43,95.89,49.82,12.17
1997,Maharashtra,Osmanabad,272,7.3,166.95,41,560.52,41,10973.61,32.9,76.85,0.1,26.05,28.75,98.43,95.89,49.82,12.17
1998,Maharashtra,Osmanabad,381.77,7.3,776.4,41.5,1054.59,41.5,7253.25,45.4,136.52,0.1,26.05,28.75,98.43,95.89,49.82,12.17
1999,Maharashtra,Osmanabad,578.8,5.9,844.35,42.6,1041.16,42.6,7038.05,57.5,113.77,0.1,26.05,28.75,98.43,95.89,49.82,12.17
2000,Maharashtra,Osmanabad,563.16,0,787.01,71,1029.12,71,7070.51,59.7,142.74,0,26.05,28.75,98.43,95.89,49.82,12.17
2001,Maharashtra,Osmanabad,432.88,0,667.38,73.5,844.74,73.5,5965.35,65.5,132.65,0,26.05,28.75,98.43,95.89,49.82,12.17
2002,Maharashtra,Osmanabad,385.03,6.1,593.58,48.9,940.64,48.9,5039.36,61.7,102.56,0,26.05,28.75,98.43,95.89,49.82,12.17
2003,Maharashtra,Osmanabad,241.56,0,167.47,40.1,587.71,40.1,4300,0,140.54,0,26.05,28.75,98.43,95.89,49.82,12.17
2004,Maharashtra,Osmanabad,335.94,0,570.53,47.5,712.25,47.5,5347.62,20.5,165.83,0,26.05,28.75,98.43,95.89,49.82,12.17
2005,Maharashtra,Osmanabad,417.61,0,822.72,60.7,1057.12,60.7,7323.97,0,193.67,0,26.05,28.75,98.43,95.89,49.82,12.17
2006,Maharashtra,Osmanabad,398.2,0,732.37,56,897.86,56,7428.69,0,163.64,0,26.05,28.75,98.43,95.89,49.82,12.17
2007,Maharashtra,Osmanabad,438.36,0,883.4,57.5,1038.76,57.5,6455.14,0,251.79,0,26.05,28.75,98.43,95.89,49.82,12.17
2008,Maharashtra,Osmanabad,359.55,0,818.09,64.8,841.98,64.8,5977.19,0,247.06,0,26.05,28.75,98.43,95.89,49.82,12.17
2009,Maharashtra,Osmanabad,534.41,0,816.87,0,757.65,0,7968.76,0,270.27,0,26.05,28.75,98.43,95.89,49.82,12.17
2010,Maharashtra,Osmanabad,353.71,0,747.19,0,930.52,0,7137.8,0,367.59,0,26.05,28.75,98.43,95.89,49.82,12.17
2011,Maharashtra,Osmanabad,419.54,0,750.4,0,925.75,0,6957.19,0,342.91,0,26.05,28.75,98.43,95.89,49.82,12.17
2012,Maharashtra,Osmanabad,392.42,0,448.47,0,733.38,0,5359.63,0,260,0,26.05,28.75,98.43,95.89,49.82,12.17
2013,Maharashtra,Osmanabad,555.56,0,860.82,0,1052.9,0,5505.43,0,381.9,0,26.05,28.75,98.43,95.89,49.82,12.17
2014,Maharashtra,Osmanabad,190.48,0,346.91,0,509.01,0,4578.65,0,139.88,0,26.05,28.75,98.43,95.89,49.82,12.17
2015,Maharashtra,Osmanabad,90,0,311,0,359.08,0,2899.69,0,80.75,0,26.05,28.75,98.43,95.89,49.82,12.17
2016,Maharashtra,Osmanabad,218.75,0,886.98,0,864.52,0,4462.86,0,370.13,0,26.05,28.75,98.43,95.89,49.82,12.17
2017,Maharashtra,Osmanabad,291.26,0,728.47,0,762.19,0,5353.33,0,214.14,0,26.05,28.75,98.43,95.89,49.82,12.17
1966,Maharashtra,Buldhana,500,0.4,538.46,0.6,466.95,0.7,4692.31,1.3,69.11,1.8,46.29,23.54,99.38,98.08,75.63,58.6
1967,Maharashtra,Buldhana,333.33,0.4,428.57,0.7,659.12,0.7,4642.86,1.3,79.05,1.8,46.29,23.54,99.38,98.08,75.63,58.6
1968,Maharashtra,Buldhana,769.23,0,375,0.4,841.91,2.1,7437.5,1.6,89.69,2.5,46.29,23.54,99.38,98.08,75.63,58.6
1969,Maharashtra,Buldhana,1000,0.2,111.11,0.5,779.66,0.9,7400,2,90.73,3.3,46.29,23.54,99.38,98.08,75.63,58.6
1970,Maharashtra,Buldhana,1062.5,0.3,125,0.2,424.53,0.2,6454.55,1.1,30.41,0.8,46.29,23.54,99.38,98.08,75.63,58.6
1971,Maharashtra,Buldhana,920,0.2,222.22,0.3,526.96,1.9,6166.67,1.8,66.2,4.2,46.29,23.54,99.38,98.08,75.63,58.6
1972,Maharashtra,Buldhana,413.79,0.6,250,0.5,398.13,1.4,5571.43,1.4,67.57,2.7,46.29,23.54,99.38,98.08,75.63,58.6
1973,Maharashtra,Buldhana,862.07,0.3,407.41,0.1,488.7,0.8,6875,1.6,65.85,5.1,46.29,23.54,99.38,98.08,75.63,58.6
1974,Maharashtra,Buldhana,464.29,0.4,625,0.6,783.31,1.4,7294.12,1.7,101.57,4.6,46.29,23.54,99.38,98.08,75.63,58.6
1975,Maharashtra,Buldhana,848.48,0.6,461.54,0.3,818.02,0.3,7470.59,1.7,66.5,4.8,46.29,23.54,99.38,98.08,75.63,58.6
1976,Maharashtra,Buldhana,888.89,0.4,1000,0.4,919.58,0.4,6117.65,1.7,60.41,4.8,46.29,23.54,99.38,98.08,75.63,58.6
1977,Maharashtra,Buldhana,1344.83,0.5,125,0,886.03,0,6444.44,1.8,104.24,4.7,46.29,23.54,99.38,98.08,75.63,58.6
1978,Maharashtra,Buldhana,1366.67,0.7,500,0.1,1222.52,0.1,6529.41,1.7,75.88,4.9,46.29,23.54,99.38,98.08,75.63,58.6
1979,Maharashtra,Buldhana,857.14,0.6,466.67,0.1,1319.22,0.1,7083.33,1,85.65,9.5,46.29,23.54,99.38,98.08,75.63,58.6
1980,Maharashtra,Buldhana,1100,0.4,400,0.1,1197.87,0.1,7285.71,1.7,62.45,10.8,46.29,23.54,99.38,98.08,75.63,58.6
1981,Maharashtra,Buldhana,1400,0.4,375,0,1454.9,0,8600,2.8,71.01,10.7,46.29,23.54,99.38,98.08,75.63,58.6
1982,Maharashtra,Buldhana,656.25,2.5,416.67,0,1246.63,0,6615.38,2.4,79.47,10.8,46.29,23.54,99.38,98.08,75.63,58.6
1983,Maharashtra,Buldhana,866.67,0.9,437.5,0.8,1527,0.8,7636.36,6.1,70.41,2.4,46.29,23.54,99.38,98.08,75.63,58.6
1984,Maharashtra,Buldhana,518.52,0.2,333.33,0,843.27,0,10181.82,5.2,48.63,4.2,46.29,23.54,99.38,98.08,75.63,58.6
1985,Maharashtra,Buldhana,370.37,0.2,555.56,0,1150.12,0,5200,5.2,109.23,4.4,46.29,23.54,99.38,98.08,75.63,58.6
1986,Maharashtra,Buldhana,333.33,0.2,461.54,0,1048.07,0,7500,4.8,34.62,4.2,46.29,23.54,99.38,98.08,75.63,58.6
1987,Maharashtra,Buldhana,333.33,0,500,0,1589.68,0,7333.33,0.9,83.68,1.7,46.29,23.54,99.38,98.08,75.63,58.6
1988,Maharashtra,Buldhana,1151.52,2.6,347.83,0,1047.34,0,6750,1.2,80.63,2.1,46.29,23.54,99.38,98.08,75.63,58.6
1989,Maharashtra,Buldhana,475,0,454.55,0,2066.35,0,7333.33,1.8,135.26,0.2,46.29,23.54,99.38,98.08,75.63,58.6
1990,Maharashtra,Buldhana,742.86,2.1,545.45,0.2,1990.21,0.2,7766.67,2.7,108.29,4.2,46.29,23.54,99.38,98.08,75.63,58.6
1991,Maharashtra,Buldhana,514.29,1.3,500,0.2,728.74,0.2,7888.23,3.4,47.3,9.2,46.29,23.54,99.38,98.08,75.63,58.6
1992,Maharashtra,Buldhana,787.88,1.1,400,0.2,2587.31,0.2,5941.18,2.8,97.74,8.7,46.29,23.54,99.38,98.08,75.63,58.6
1993,Maharashtra,Buldhana,1037.04,0,1000,0,1505.64,0,7400,0.5,166.91,0,46.29,23.54,99.38,98.08,75.63,58.6
1994,Maharashtra,Buldhana,846.15,0.2,685.71,0,1947.27,0,7842.31,2.3,118.06,3.8,46.29,23.54,99.38,98.08,75.63,58.6
1995,Maharashtra,Buldhana,545.45,0,604.65,0,1442.73,0,7065,3.4,124.22,0,46.29,23.54,99.38,98.08,75.63,58.6
1996,Maharashtra,Buldhana,800,0,394.37,0,2421.23,0,7384.62,1.6,163.35,0,46.29,23.54,99.38,98.08,75.63,58.6
1997,Maharashtra,Buldhana,428.57,0.3,271.43,0,1168.42,0,13740,1,76.97,2.9,46.29,23.54,99.38,98.08,75.63,58.6
1998,Maharashtra,Buldhana,800,1.5,358.49,0,1582.73,0,8137.5,0.9,129.53,3.1,46.29,23.54,99.38,98.08,75.63,58.6
1999,Maharashtra,Buldhana,500,0.2,630.33,0,1696.05,0,9450,0.9,174.16,2.6,46.29,23.54,99.38,98.08,75.63,58.6
2000,Maharashtra,Buldhana,1000,0,643.75,0,1412.74,0,8633.33,1.2,68.97,0,46.29,23.54,99.38,98.08,75.63,58.6
2001,Maharashtra,Buldhana,1000,0,1042.17,0,1288.45,0,8127.27,1.1,152.79,0,46.29,23.54,99.38,98.08,75.63,58.6
2002,Maharashtra,Buldhana,1000,0.2,832.54,0,1470.59,0,6461.54,1.3,196.67,0.1,46.29,23.54,99.38,98.08,75.63,58.6
2003,Maharashtra,Buldhana,0,0,746.54,0,1503.47,0,6920,0,236.65,0,46.29,23.54,99.38,98.08,75.63,58.6
2004,Maharashtra,Buldhana,0,0,416.24,0,1012.34,0,8157.14,0.8,127.73,0,46.29,23.54,99.38,98.08,75.63,58.6
2005,Maharashtra,Buldhana,0,0,551.55,0,963.68,0,3866.67,0,195.75,0,46.29,23.54,99.38,98.08,75.63,58.6
2006,Maharashtra,Buldhana,0,0,880,0,1311.24,0,6800,0,213.52,0,46.29,23.54,99.38,98.08,75.63,58.6
2007,Maharashtra,Buldhana,0,0,1104.58,0,1710.28,0,5903.57,0,378.53,0,46.29,23.54,99.38,98.08,75.63,58.6
2008,Maharashtra,Buldhana,0,0,1065.69,0,1632.49,0,5586.36,0,290.02,0,46.29,23.54,99.38,98.08,75.63,58.6
2009,Maharashtra,Buldhana,0,0,1232.17,0,1636.08,0,6957.14,0,266,0,46.29,23.54,99.38,98.08,75.63,58.6
2010,Maharashtra,Buldhana,0,0,997.55,0,1170.63,0,6100,0,294.79,0,46.29,23.54,99.38,98.08,75.63,58.6
2011,Maharashtra,Buldhana,0,0,835.51,0,1603.23,0,5833.33,0,212.88,0,46.29,23.54,99.38,98.08,75.63,58.6
